大众 朗行 2013款 1.6L 自动舒适型, 2014年,2.7万公里, 到店服务, 6.28万大众 朗逸 2013款 改款经典 1.6L 自动风尚版, 2015年,7.7万公里, 到店服务, 5.91万大众 宝来 2015款 质惠版 1.6L 自动舒适型, 2016年,4.0万公里, 到店服务, 6.49万大众 宝来 2011款 1.4T 手动舒适型, 2011年,9.2万公里, 到店服务, 3.26万日产 轩逸 2012款 1.6XL CVT豪华版, 2013年,9.8万公里, 到店服务, 5.64万哈弗H1 2016款 改款 蓝标 1.5L 手动舒适型, 2016年,3.8万公里, 到店服务, 3.52万别克 君威 2014款 2.0L 精英时尚型, 2015年,5.1万公里, 到店服务, 7.56万菲亚特 菲翔 2017款 1.4T 自动悦享版, 2018年,0.8万公里, 到店服务, 5.75万别克GL8 2014款 2.4L 经典版, 2016年,8.1万公里, 到店服务, 9.10万丰田 YARiS L 致炫 2019款 1.5E CVT魅动版 国VI, 2019年,0.6万公里, 到店服务, 6.87万大众 朗逸 2013款 改款经典 1.6L 自动风尚版, 2015年,6.9万公里, 到店服务, 6.57万本田 缤智 2015款 1.8L CVT两驱豪华型, 2015年,7.7万公里, 到店服务, 9.40万大众 途观 2016款 300TSI 自动两驱风尚版, 2016年,8.0万公里, 到店服务, 11.91万大众 朗行 2013款 1.6L 自动舒适型, 2015年,3.8万公里, 到店服务, 6.47万起亚 智跑 2015款 2.0L 自动两驱版DLX, 2015年,6.3万公里, 到店服务, 7.91万别克 昂科威 2014款 28T 四驱豪华型, 2015年,5.6万公里, 到店服务, 12.63万中华H330 2013款 1.5L 自动豪华型, 2014年,6.6万公里, 到店服务, 2.96万宝马3系 2016款 316Li 时尚型, 2016年,5.8万公里, 到店服务, 17.10万荣威550 2014款 550S 1.8L 自动智选版, 2015年,3.4万公里, 到店服务, 4.56万日产 阳光 2015款 1.5XE CVT大师版, 2016年,4.7万公里, 到店服务, 5.12万本田 锋范经典 2008款 1.5L 自动精英版, 2011年,10.0万公里, 到店服务, 4.24万现代 朗动 2012款 1.6L 自动领先型, 2013年,7.2万公里, 到店服务, 5.10万别克 昂科拉 2014款 1.4T 自动两驱都市精英型, 2014年,4.0万公里, 到店服务, 6.10万大众 朗行 2013款 1.4TSI 自动舒适型, 2015年,9.8万公里, 到店服务, 6.78万现代 全新胜达 2013款 2.4L 自动两驱智能型, 2015年,7.7万公里, 到店服务, 9.66万现代 途胜 2013款 2.0L 自动两驱舒适型, 2016年,3.7万公里, 到店服务, 6.77万福特 翼搏 2013款 1.5L 自动风尚型, 2015年,4.8万公里, 到店服务, 5.19万日产 天籁 2013款 2.0L XL舒适版, 2013年,8.1万公里, 到店服务, 8.54万福特 福克斯 2017款 两厢 1.6L 自动舒适型智行版, 2017年,9.4万公里, 到店服务, 6.03万现代 途胜 2015款 1.6T 双离合两驱智能型, 2016年,5.6万公里, 到店服务, 9.63万本田 雅阁 2014款 2.0L LX 舒适版, 2014年,3.4万公里, 到店服务, 10.59万本田CR-V 2012款 2.0L 四驱经典版, 2012年,13.6万公里, 到店服务, 8.99万大众 朗逸 2013款 改款经典 1.6L 自动风尚版, 2017年,6.2万公里, 到店服务, 7.37万大众 速腾 2014款 1.4TSI 自动豪华型, 2014年,8.5万公里, 到店服务, 7.43万长安CS75 2014款 1.8T 自动精英型 国IV, 2015年,6.5万公里, 到店服务, 6.40万哈弗H6 2015款 运动版 1.5T 自动两驱豪华型, 2016年,6.3万公里, 到店服务, 5.81万大众 凌渡 2015款 230TSI 手动风尚版, 2016年,7.6万公里, 到店服务, 7.43万大众 速腾 2014款 1.4TSI 自动豪华型, 2014年,9.0万公里, 到店服务, 6.83万起亚K2 2012款 两厢 1.4L AT 炫酷纪念版, 2013年,4.8万公里, 到店服务, 4.36万马自达 昂克赛拉 2017款 三厢 1.5L 自动舒适型 国V, 2018年,4.5万公里, 到店服务, 8.73万大众 朗行 2013款 1.6L 自动舒适型, 2014年,2.7万公里, 到店服务, 6.28万
大众 朗逸 2013款 改款经典 1.6L 自动风尚版, 2015年,7.7万公里, 到店服务, 5.91万
宝马3系 2017款 318Li 时尚型, 2016年,6.0万公里, 到店服务, 17.66万
Smart smart fortwo 2015款 1.0L 52千瓦硬顶激情版, 2017年,1.8万公里, 到店服务, 7.98万
本田 冠道 2017款 240TURBO 两驱精英版, 2018年,1.5万公里, 到店服务, 18.96万
本田 思域 2016款 220TURBO CVT尊贵版, 2017年,3.8万公里, 到店服务, 12.73万
宝马X1 2016款 sDrive18Li 时尚型, 2017年,9.2万公里, 到店服务, 15.44万
丰田 威驰 2017款 1.5L CVT创行版, 2019年,0.6万公里, 到店服务, 7.05万
起亚K3 2016款 1.6L 自动GLS, 2017年,9.5万公里, 到店服务, 7.26万
大众 途观L 2017款 330TSI 自动两驱豪华版, 2017年,6.0万公里, 到店服务, 16.37万
标致4008 2017款 350THP 精英版, 2017年,7.0万公里, 到店服务, 11.80万
雷克萨斯ES 2013款 300h 精英版, 2013年,14.2万公里, 到店服务, 19.80万
凯迪拉克XTS 2018款 28T 技术型, 2018年,3.5万公里, 到店服务, 18.59万
奔驰E级 2017款 E 300 L 运动豪华型, 2017年,3.8万公里, 到店服务, 35.98万
奔驰C级 2018款 C 200 L 运动版, 2018年,2.4万公里, 到店服务, 27.36万
奔驰C级 2019款 C 260 L 运动版, 2019年,0.8万公里, 到店服务, 26.58万
福特 翼搏 2013款 1.5L 自动尊贵型, 2014年,8.5万公里, 到店服务, 5.01万
凯迪拉克ATS-L 2017款 28T 技术型, 2017年,3.8万公里, 到店服务, 16.08万
猎豹 Mattu 2018款 1.6T GDI DCT精英型, 2018年,1.7万公里, 到店服务, 7.71万
大众 途观 2016款 300TSI 自动两驱豪华版, 2017年,5.8万公里, 到店服务, 13.95万
领克03 2018款 1.5TD DCT型版 国V, 2019年,1.6万公里, 到店服务, 10.14万
别克 君越 2013款 2.4L SIDI领先舒适型, 2015年,7.3万公里, 到店服务, 9.12万
起亚K5 2012款 2.0L 自动DLX, 2013年,6.0万公里, 到店服务, 7.33万
宝马1系 2016款 118i 领先型(进口), 2016年,5.6万公里, 到店服务, 12.82万
江淮 瑞风M3 2016款 宜家版 1.6L 豪华型, 2016年,1.9万公里, 到店服务, 5.06万
别克GL8 2013款 2.4L 行政版, 2013年,8.8万公里, 到店服务, 7.72万
众泰T600 2014款 2.0T 自动豪华型, 2015年,5.2万公里, 到店服务, 3.99万
奔驰C级 2017款 改款 C 200 L 运动版, 2018年,2.1万公里, 到店服务, 26.03万
大众 迈腾 2019款 330TSI DSG 豪华型 国V, 2019年,1.4万公里, 到店服务, 17.49万
现代 名图 2016款 1.8L 自动尊贵型DLX, 2016年,2.7万公里, 到店服务, 8.56万
大众POLO 2012款 1.6L Cross POLO AT, 2012年,9.4万公里, 到店服务, 4.19万
日产 逍客 2011款 2.0XL 火 CVT 2WD, 2011年,8.9万公里, 到店服务, 5.58万
奔驰GLA级 2016款 GLA 200 动感型, 2016年,2.8万公里, 到店服务, 15.54万
别克 昂科拉 2013款 1.4T 自动四驱旗舰型, 2013年,7.7万公里, 到店服务, 5.96万
福特 嘉年华 2013款 两厢 1.5L 自动时尚型, 2014年,6.8万公里, 到店服务, 4.05万
丰田 RAV4 2010款 2.0L 自动豪华升级版, 2011年,17.1万公里, 到店服务, 6.14万
雪佛兰 迈锐宝 2014款 2.0L 自动豪华版, 2014年,4.9万公里, 到店服务, 6.83万
大众 途观 2015款 1.8TSI 自动两驱豪华型, 2016年,9.0万公里, 到店服务, 13.38万
Jeep 指南者 2014款 改款 2.4L 四驱舒适版(进口), 2017年,7.4万公里, 到店服务, 10.39万
凯迪拉克SRX 2015款 3.0L 舒适型(进口), 2016年,4.7万公里, 到店服务, 15.35万
大众 高尔夫 2016款 230TSI 自动豪华型, 2015年,3.9万公里, 到店服务, 8.80万
现代ix25 2015款 1.6L 自动两驱智能型GLS, 2016年,2.7万公里, 到店服务, 6.87万
大众 高尔夫 2018款 230TSI 自动豪华型, 2018年,1.9万公里, 到店服务, 11.99万
福特 翼搏 2013款 1.5L 自动尊贵型, 2013年,3.5万公里, 到店服务, 4.61万
长安 逸动 2015款 1.6L 自动豪华型, 2016年,5.4万公里, 到店服务, 4.41万
大众 高尔夫 2012款 1.6 自动舒适型, 2012年,5.9万公里, 到店服务, 5.57万
福特 福克斯 2012款 三厢 1.6L 自动舒适型, 2012年,6.6万公里, 到店服务, 4.19万
奔驰A级 2013款 A 180 时尚型(进口), 2014年,4.0万公里, 到店服务, 11.80万
奥迪A3 2016款 Sportback 35 TFSI 风尚型, 2017年,6.1万公里, 到店服务, 13.01万
现代 朗动 2015款 1.6L 自动领先型, 2015年,5.0万公里, 到店服务, 6.40万
奥迪A4L 2012款 2.0 TFSI 自动标准型, 2011年,7.9万公里, 到店服务, 10.16万
Jeep 指南者 2014款 2.0L 两驱豪华版(进口), 2014年,6.7万公里, 到店服务, 8.19万
大众 朗逸 2015款 230TSI DSG舒适版, 2016年,5.9万公里, 到店服务, 7.44万
起亚K2 2015款 三厢 1.4L AT GLS, 2017年,3.3万公里, 到店服务, 5.08万
现代 瑞纳 2014款 1.4L 手动智能型GLS, 2015年,4.3万公里, 到店服务, 3.82万
福特 嘉年华 2011款 两厢 1.5L 自动时尚型, 2011年,5.6万公里, 到店服务, 2.96万
大众 迈腾 2018款 280TSI DSG 领先型, 2018年,5.7万公里, 到店服务, 13.95万
大众 朗逸 2015款 1.6L 自动舒适版, 2017年,3.8万公里, 到店服务, 8.10万
宝骏560 2016款 1.8L 手动豪华型, 2016年,3.0万公里, 到店服务, 4.36万
别克 英朗 2016款 15N 自动精英型, 2016年,5.7万公里, 到店服务, 6.03万
雪铁龙C5 2013款 2.0L 自动尊享型, 2013年,7.3万公里, 到店服务, 5.58万
起亚 智跑 2012款 2.0L 自动两驱版GLS, 2013年,9.0万公里, 到店服务, 6.61万
大众 高尔夫 2015款 1.6L 自动舒适型, 2015年,2.8万公里, 到店服务, 7.80万
丰田 花冠 2011款 1.6L 自动经典版, 2013年,9.8万公里, 到店服务, 4.53万
大众 途观 2015款 1.8TSI 自动两驱风尚版, 2015年,4.8万公里, 到店服务, 10.79万
别克GL8 2014款 2.4L 经典版, 2014年,7.8万公里, 到店服务, 8.70万
大众 高尔夫 2016款 230TSI 自动豪华型, 2016年,1.7万公里, 到店服务, 9.96万
陆风X7 2015款 2.0T 全景尊贵版, 2015年,6.3万公里, 到店服务, 6.50万
福特 福克斯 2012款 两厢 1.6L 自动风尚型, 2013年,6.1万公里, 到店服务, 4.93万
雪佛兰 科鲁兹 2013款 1.6L SE MT, 2014年,5.1万公里, 到店服务, 3.58万
起亚KX3 2015款 1.6L 自动两驱DLX, 2015年,2.8万公里, 到店服务, 7.05万
现代 全新胜达 2013款 2.4L 自动四驱尊贵型, 2013年,5.2万公里, 到店服务, 9.29万
哈弗H1 2016款 蓝标 1.5L AMT豪华型, 2015年,6.0万公里, 到店服务, 3.63万
福特 翼搏 2013款 1.5L 自动尊贵型, 2015年,6.2万公里, 到店服务, 5.38万
凯迪拉克ATS-L 2016款 28T 时尚型, 2016年,4.8万公里, 到店服务, 15.52万
雪铁龙 世嘉 2013款 三厢 1.6L 手动品尚型, 2015年,6.3万公里, 到店服务, 4.93万
大众 朗逸 2013款 改款经典 1.6L 自动风尚版, 2016年,14.8万公里, 到店服务, 6.83万
现代 名图 2014款 1.8L 自动智能型GLS, 2015年,3.8万公里, 到店服务, 8.00万
长安商用 欧诺 2014款 1.5L基本型, 2017年,7.0万公里, 到店服务, 2.79万
奔驰GLC级 2016款 GLC 260 4MATIC 动感型, 2016年,4.7万公里, 到店服务, 28.65万
标致408 2013款 2.0L 手动舒适版, 2014年,5.4万公里, 到店服务, 4.47万
雪佛兰 科鲁兹 2012款 1.6L SE MT, 2012年,12.6万公里, 到店服务, 2.79万
日产 轩逸 2016款 1.6XV CVT智享版, 2016年,5.2万公里, 到店服务, 7.91万
福特 嘉年华 2013款 两厢 1.5L 自动时尚型, 2014年,7.5万公里, 到店服务, 4.38万
别克 威朗 2015款 三厢 15S 自动进取型, 2015年,8.3万公里, 到店服务, 5.96万
雪铁龙C5 2012款 2.0L 自动尊享型, 2013年,12.0万公里, 到店服务, 4.75万
雪佛兰 科鲁兹 2011款 1.8L SE AT, 2010年,10.6万公里, 到店服务, 2.85万
大众 捷达 2015款 质惠版 1.6L 自动舒适型, 2016年,5.0万公里, 到店服务, 5.55万
本田 飞度 2014款 1.5L LX CVT舒适型, 2015年,4.1万公里, 到店服务, 5.91万
大众 宝来 2014款 1.6L 自动舒适型, 2014年,3.3万公里, 到店服务, 5.86万
江淮 瑞风S3 2016款 1.5L CVT豪华智能型, 2016年,4.7万公里, 到店服务, 4.27万
大众 帕萨特 2014款 1.8TSI DSG尊荣版, 2017年,3.0万公里, 到店服务, 10.70万
大众 速腾 2015款 1.6L 自动舒适型, 2016年,8.3万公里, 到店服务, 7.82万
别克 英朗 2013款 GT 1.6L 自动时尚版, 2014年,6.0万公里, 到店服务, 5.77万
Jeep 自由光 2016款 2.4L 领先版, 2016年,6.0万公里, 到店服务, 10.98万
宝骏730 2014款 1.5L 手动豪华导航ESP版 7座, 2015年,7.6万公里, 到店服务, 4.08万
大众 捷达 2015款 1.4L 手动舒适型, 2016年,3.2万公里, 到店服务, 4.62万
雪佛兰 科鲁兹 2013款 1.6L SE MT, 2012年,6.1万公里, 到店服务, 3.26万
别克 英朗 2015款 15N 自动精英型, 2015年,6.2万公里, 到店服务, 5.68万
哈弗H6 2013款 升级版 1.5T 手动两驱精英型, 2014年,4.0万公里, 到店服务, 5.31万
现代 悦动 2011款 1.6L 自动舒适型, 2014年,4.4万公里, 到店服务, 4.00万
日产 轩逸 2012款 经典 1.6XE 自动舒适版, 2014年,7.3万公里, 到店服务, 4.62万
起亚 索兰托 2009款 2.4L 至尊版(进口), 2010年,7.8万公里, 到店服务, 7.82万
日产 天籁 2011款 2.5L XL领先版, 2011年,12.4万公里, 到店服务, 7.33万
雪佛兰 迈锐宝 2014款 2.0L 自动舒适版, 2015年,6.7万公里, 到店服务, 7.18万
奔驰R级 2011款 R 300 L 商务型(进口), 2013年,15.7万公里, 到店服务, 19.07万
福特 福睿斯 2015款 1.5L 手动舒适型, 2017年,5.8万公里, 到店服务, 4.54万
奥迪Q5 2011款 2.0TFSI 技术型, 2011年,12.6万公里, 到店服务, 13.50万
大众CC 2011款 1.8TSI 豪华型, 2011年,16.6万公里, 到店服务, 8.82万
大众 捷达 2013款 1.6L 自动舒适型, 2013年,13.3万公里, 到店服务, 4.13万
标致301 2016款 1.6L 自动舒适版, 2017年,4.6万公里, 到店服务, 4.64万
本田 缤智 2015款 1.5L CVT两驱舒适型, 2016年,4.3万公里, 到店服务, 8.84万
雷诺 科雷傲 2010款 2.5L 四驱豪华型(进口), 2010年,13.8万公里, 到店服务, 5.12万
海马S5 2014款 1.6L 手动智尊型, 2014年,7.2万公里, 到店服务, 4.28万
本田 雅阁 2012款 2.0L SE, 2012年,5.9万公里, 到店服务, 8.00万
宝马5系 2014款 525Li 领先型, 2014年,6.5万公里, 到店服务, 23.53万
本田 锋范经典 2008款 1.5L 自动精英版, 2010年,9.9万公里, 到店服务, 3.69万
吉利 帝豪 2016款 两厢RS 1.5L 手动向上版, 2016年,3.9万公里, 到店服务, 3.35万
起亚K3 2015款 1.6L 自动GLS, 2016年,5.8万公里, 到店服务, 6.35万
大众 途观 2015款 1.8TSI 自动四驱豪华型, 2015年,13.3万公里, 到店服务, 11.91万
现代 朗动 2012款 1.6L 自动尊贵型, 2013年,6.8万公里, 到店服务, 5.58万
大众 途观 2016款 300TSI 自动两驱风尚版, 2017年,5.7万公里, 到店服务, 11.63万
凯迪拉克XTS 2014款 28T 舒适型, 2014年,8.5万公里, 到店服务, 14.14万
别克 英朗 2013款 XT 1.6L 自动时尚版, 2015年,4.8万公里, 到店服务, 5.86万
现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV, 2015年,7.0万公里, 到店服务, 7.72万
丰田 汉兰达 2015款 2.0T 四驱豪华版 7座, 2017年,4.3万公里, 到店服务, 26.14万
标致2008 2014款 1.6L 自动潮流版, 2017年,2.8万公里, 到店服务, 6.38万
福特 福睿斯 2015款 1.5L 手动舒适型, 2016年,4.4万公里, 到店服务, 4.82万
大众 速腾 2012款 1.6L 手动时尚型, 2013年,9.8万公里, 到店服务, 5.12万
Jeep 自由光 2016款 2.4L 专业版智能包, 2017年,7.0万公里, 到店服务, 11.63万
现代 名图 2016款 1.8L 自动智能型GLS, 2016年,4.2万公里, 到店服务, 8.10万
大众 途观 2013款 1.8TSI 自动两驱豪华型, 2013年,4.5万公里, 到店服务, 10.79万
大众 途观 2016款 300TSI 自动两驱风尚版, 2016年,4.7万公里, 到店服务, 11.63万
英菲尼迪ESQ 2014款 1.6L 率性版(进口), 2016年,3.8万公里, 到店服务, 9.94万
英菲尼迪Q50L 2015款 2.0T 悦享版, 2016年,7.0万公里, 到店服务, 16.63万
现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV, 2014年,10.1万公里, 到店服务, 7.26万
大众POLO 2011款 1.6L 自动致酷版, 2011年,7.4万公里, 到店服务, 4.08万
现代 名图 2014款 1.8L 自动智能型GLS, 2015年,6.7万公里, 到店服务, 7.71万
日产 轩逸 2012款 1.6XE CVT舒适版, 2015年,5.0万公里, 到店服务, 6.05万
马自达CX-5 2014款 2.0L 自动两驱都市型, 2015年,6.5万公里, 到店服务, 11.10万
起亚K3 2016款 1.6L 自动天窗版, 2017年,4.3万公里, 到店服务, 7.43万
奔驰C级 2010款 C 200 CGI 时尚型, 2011年,9.2万公里, 到店服务, 9.85万
奔驰C级 2017款 改款 C 200 L 运动版, 2018年,2.6万公里, 到店服务, 28.65万
奥迪A8L 2016款 A8L 45 TFSI quattro舒适型(进口), 2017年,1.2万公里, 到店服务, 51.14万
沃尔沃S90 2017款 T5 智尊版, 2018年,2.9万公里, 到店服务, 30.51万
大众 迈腾 2017款 330TSI DSG 豪华型, 2017年,5.2万公里, 到店服务, 16.33万
奔驰GLA级 2016款 GLA 200 动感型, 2016年,4.8万公里, 到店服务, 16.37万
猎豹CS10 2017款 2.0T 自动尊享型, 2018年,2.5万公里, 到店服务, 7.02万
奔驰A级 2019款 A 200 L 运动轿车先行特别版, 2018年,0.5万公里, 到店服务, 22.68万
纳智捷 大7 SUV 2011款 2.2T 两驱智慧型, 2012年,5.8万公里, 到店服务, 4.69万
捷豹XJ 2016款 XJL 3.0 SC 两驱典雅商务版, 2017年,6.8万公里, 到店服务, 37.09万
奔驰GLC级 2017款 GLC 200 4MATIC 轿跑SUV(进口), 2017年,5.0万公里, 到店服务, 33.47万
大众 迈腾 2015款 1.8TSI 领先型, 2016年,4.2万公里, 到店服务, 13.94万
宝马3系 2018款 320Li 时尚型, 2018年,2.5万公里, 到店服务, 24.17万
宝马5系 2018款 528Li 上市特别版, 2018年,1.8万公里, 到店服务, 35.33万
宝马3系 2018款 320Li 时尚型, 2018年,3.6万公里, 到店服务, 23.94万
起亚K3 2016款 1.6L 自动天窗版, 2018年,1.8万公里, 到店服务, 7.24万
奔驰GLC级 2018款 改款 GLC 260 4MATIC 豪华型, 2018年,2.0万公里, 到店服务, 31.55万
宝骏530 2018款 1.5T 手动尊贵型 国V, 2018年,0.1万公里, 到店服务, 6.98万
凯迪拉克ATS-L 2017款 28T 时尚型, 2018年,1.9万公里, 到店服务, 17.86万
丰田 雷凌 2018款 185T CVT豪华版, 2018年,2.5万公里, 到店服务, 9.19万
奔驰GLC级 2017款 GLC 260 4MATIC 豪华型, 2016年,2.7万公里, 到店服务, 30.97万
雷克萨斯ES 2017款 300h Mark Levinson舒适版, 2018年,2.9万公里, 到店服务, 31.44万
奔驰CLA级 2018款 CLA 220 4MATIC(进口), 2018年,1.8万公里, 到店服务, 25.10万
奔驰C级 2018款 C 200 运动版, 2018年,2.9万公里, 到店服务, 25.10万
别克GL8 2017款 ES 28T 豪华型 国V, 2018年,5.9万公里, 到店服务, 29.30万
丰田 雷凌 2017款 改款 185T CVT精英版 国V, 2018年,2.2万公里, 到店服务, 8.65万
奔驰C级 2019款 C 260 L 运动版, 2018年,0.6万公里, 到店服务, 28.54万
奔驰GLC级 2019款 GLC 260 L 4MATIC 豪华型, 2018年,0.7万公里, 到店服务, 37.02万
宝骏310W 2017款 1.5L 手动时尚型 国V, 2018年,2.2万公里, 到店服务, 3.67万
奥迪A6L 2018款 30周年年型 35 TFSI 运动型, 2018年,2.6万公里, 到店服务, 29.65万
马自达 昂克赛拉 2017款 三厢 1.5L 自动豪华型 国V, 2017年,4.0万公里, 到店服务, 9.03万
哈弗H6 Coupe 2016款 蓝标 1.5T 自动两驱精英型, 2017年,3.5万公里, 到店服务, 6.72万
丰田 锐志 2013款 2.5S 菁锐版, 2015年,4.9万公里, 到店服务, 14.23万
捷豹XFL 2019款 XFL 2.0T 250PS 两驱豪华版, 2019年,1.1万公里, 到店服务, 26.96万
宝马5系 2018款 528Li 上市特别版, 2018年,4.2万公里, 到店服务, 36.09万
宝骏530 2018款 1.8L 自动豪华型 国V, 2018年,0.2万公里, 到店服务, 7.63万
奔驰C级 2019款 C 260 运动版 4MATIC, 2018年,0.7万公里, 到店服务, 30.21万
奔驰GLC级 2017款 GLC 260 4MATIC 动感型, 2018年,1.1万公里, 到店服务, 34.40万
日产 蓝鸟 2016款 1.6L CVT智酷版, 2018年,1.2万公里, 店内直卖, 8.72万
雪铁龙C3-XR 2015款 1.6THP 自动智能型, 2015年,5.6万公里, 店内直卖, 6.29万
金杯 海狮X30L 2018款 1.5L财富版DLCG14, 2019年,1.2万公里, 到店服务, 3.68万
现代ix25 2015款 1.6L 自动两驱智能型GLS, 2015年,6.9万公里, 到店服务, 6.28万
斯柯达 明锐 2015款 1.6L 自动逸杰版, 2014年,7.9万公里, 到店服务, 5.17万
大众 朗逸 2013款 1.4TSI DSG舒适版, 2013年,8.4万公里, 到店服务, 4.82万
雪铁龙 爱丽舍 2017款 1.6L 手动时尚型, 2018年,1.6万公里, 到店服务, 4.75万
哈弗M6 2017款 1.5T 手动两驱精英型, 2018年,1.1万公里, 到店服务, 5.82万
哈弗H1 2015款 1.5L 手动豪华型, 2015年,5.9万公里, 到店服务, 3.36万
福特 翼虎 2013款 2.0L GTDi 四驱运动型, 2014年,6.1万公里, 店内直卖, 9.44万
MG 锐行 2016款 1.5L 自动超值豪华版, 2018年,4.2万公里, 店内直卖, 4.75万
斯柯达 晶锐 2012款 1.4L 手动晶致版, 2013年,4.6万公里, 到店服务, 2.66万
荣威550 2012款 550S 1.8L 自动启臻版, 2013年,4.0万公里, 到店服务, 3.72万
大众 朗逸 2013款 改款经典 1.6L 自动风尚版, 2015年,11.5万公里, 到店服务, 5.58万
现代 瑞纳 2014款 1.4L 手动智能型GLS, 2016年,2, , 3.69万
长安 睿骋CC 2018款 1.5T 自动尊雅型 国V, 2018年,2.4万公里, 店内直卖, 8.17万
吉利 远景S1 2018款 1.4T CVT锋享型, 2018年,3.0万公里, 到店服务, 5.99万
奇瑞 艾瑞泽7 2015款 1.6L CVT致尚版, 2016年,3.7万公里, 店内直卖, 4.26万
宝马5系 2013款 520i 典雅型(进口), 2012年,11.2万公里, 到店服务, 17.05万
丰田 雷凌 2017款 改款 185T CVT精英版 国V, 2018年,3.1万公里, 到店服务, 9.84万
MINI 2016款 2.0T COOPER S 先锋派, 2017年,1.1万公里, 店内直卖, 19.68万
大众 宝来 2014款 1.6L 手动舒适型, 2014年,4.2万公里, 到店服务, 5.25万
奥迪Q5 2016款 40 TFSI 技术型, 2016年,7.9万公里, 到店服务, 20.73万
宝马X1 2014款 sDrive18i 领先型, 2015年,5.5万公里, 店内直卖, 13.73万
本田 雅阁 2016款 2.4L 豪华版, 2016年,7.0万公里, 店内直卖, 14.44万
雪佛兰 迈锐宝XL 2019款 535T CVT锐联版, 2019年,0.4万公里, 店内直卖, 12.24万
别克 昂科拉 2015款 1.4T 自动两驱都市精英型, 2015年,6.3万公里, 店内直卖, 6.30万
本田 享域 2019款 180TURBO CVT乐享版 国VI, 2019年,0.8万公里, 到店服务, 9.92万
大众 朗逸 2018款 1.5L 自动舒适版 国V, 2019年,1.7万公里, 店内直卖, 10.91万
大众 朗行 2015款 1.6L 自动风尚版, 2016年,1.9万公里, 到店服务, 6.51万
福特 翼搏 2013款 1.5L 自动尊贵型, 2013年,7.5万公里, 到店服务, 4.91万
现代 瑞纳 2016款 1.4L 自动智能型GLS, 2017年,2.7万公里, 到店服务, 5.25万
双龙 蒂维拉 2015款 1.6L 自动两驱致酷版, 2015年,3.4万公里, 到店服务, 5.91万
大众 高尔夫 2011款 1.4TSI 自动舒适型, 2011年,15, , 5.58万
大众 高尔夫 2014款 1.6L 自动舒适型, 2014年,6.3万公里, 到店服务, 6.87万
大众POLO 2013款 1.4L 手动风尚版, 2014年,6.1万公里, 店内直卖, 3.67万
大众 凌渡 2017款 280TSI DSG舒适版, 2017年,4.2万公里, 到店服务, 11.70万
福特 嘉年华 2013款 两厢 1.5L 自动时尚型, 2013年,6.9万公里, 到店服务, 4.00万
吉利 博越 2018款 1.8TD 自动两驱智联型4G互联版, 2018年,1.9万公里, 到店服务, 8.97万
大众 途观L 2017款 330TSI 自动两驱豪华版, 2017年,5.1万公里, 店内直卖, 16.83万
奔驰GLK级 2013款 GLK 300 4MATIC 动感天窗型, 2014年,8.8万公里, 到店服务, 18.42万
大众 捷达 2013款 1.6L 手动舒适型, 2014年,8.7万公里, 到店服务, 3.71万
长安CS35 2012款 1.6L 自动豪华型 国IV, 2013年,6.1万公里, 到店服务, 3.91万
雪佛兰 创酷 2014款 1.4T 自动两驱豪华型, 2014年,3.0万公里, 到店服务, 5.77万
大众 宝来 2011款 1.6L 自动时尚型, 2011年,7.9万公里, 到店服务, 4.26万
大众 朗行 2013款 1.6L 自动风尚型, 2013年,9.5万公里, 到店服务, 5.57万
宝马1系 2016款 118i 都市设计套装(进口), 2016年,3.0万公里, 到店服务, 13.29万
沃尔沃S40 2011款 2.0L 自动智尚版, 2010年,16.3万公里, 到店服务, 4.47万
别克GL8 2013款 2.4L CT豪华商务舒适版, 2013年,10.8万公里, 到店服务, 12.80万
大众 帕萨特 2013款 1.4TSI DSG尊荣版, 2013年,3.8万公里, 到店服务, 8.93万
大众 宝来 2016款 1.6L 自动舒适型, 2017年,11.9万公里, 到店服务, 7.33万
陆风X7 2015款 2.0T 全景旗舰版, 2016年,5.8万公里, 到店服务, 5.86万
雪佛兰 创酷 2014款 1.4T 自动两驱舒适型, 2015年,4.9万公里, 到店服务, 5.40万
现代 悦动 2016款 1.6L 手动家悦版, 2017年,16.4万公里, 到店服务, 4.37万
奔腾B30 2016款 1.6L 自动尊享型, 2016年,3.3万公里, 到店服务, 4.56万
英菲尼迪EX系列 2011款 EX25 尊雅版(进口), 2012年,6.9万公里, 到店服务, 13.49万
别克 英朗 2013款 GT 1.8L 自动时尚版, 2013年,8.0万公里, 到店服务, 5.03万
奔驰C级 2010款 C 180K 经典型, 2012年,7.8万公里, 到店服务, 10.14万
奥迪Q5 2015款 40 TFSI 技术型, 2015年,7.0万公里, 到店服务, 21.21万
大众POLO 2016款 1.4L 自动风尚型, 2018年,2.7万公里, 到店服务, 6.98万
大众 宝来 2013款 1.6L 手动舒适型, 2013年,7.0万公里, 到店服务, 4.82万
宝马5系 2010款 523Li 领先型, 2010年,11.8万公里, 到店服务, 9.66万
三菱 劲炫ASX 2013款 2.0L CVT两驱精英版, 2016年,6.0万公里, 到店服务, 7.24万
菲亚特 菲翔 2012款 1.4T 手动畅享版, 2015年,4.0万公里, 到店服务, 4.84万
日产 轩逸 2012款 经典 1.6XE 手动舒适版, 2014年,4.6万公里, 到店服务, 4.38万
